Rank,Title,Link,Author,Aborn,Adeath,Translator,Tborn,Tdeath,Subject,Language
250,El paraíso perdido (Spanish),https://www.gutenberg.org//ebooks/67092,"Milton, John",1608,1674,"Rosell, Cayetano",1816,1883,"['Milton, John, 1608-1674', 'Milton, John, 1608-1674 -- Adaptations']",Spanish
69,The Republic,https://www.gutenberg.org//ebooks/1497,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Political science -- Early works to 1800', 'Utopias -- Early works to 1800', 'Justice -- Early works to 1800']",English
136,Phaedrus,https://www.gutenberg.org//ebooks/1636,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Socrates, 470 BC-399 BC', 'Rhetoric -- Early works to 1800', 'Love -- Early works to 1800', 'Rhetoric, Ancient', 'Soul -- Early works to 1800', 'Lysias']",English
190,Symposium,https://www.gutenberg.org//ebooks/1600,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Socrates, 470 BC-399 BC', 'Philosophy, Ancient', 'Love -- Early works to 1800']",English
302,The Republic of Plato,https://www.gutenberg.org//ebooks/55201,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Political science -- Early works to 1800', 'Utopias -- Early works to 1800', 'Justice -- Early works to 1800']",English
383,Apology,https://www.gutenberg.org//ebooks/1656,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Socrates, 470 BC-399 BC', 'Philosophy, Ancient']",English
385,Gorgias,https://www.gutenberg.org//ebooks/1672,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Political science -- Early works to 1800', 'Ethics -- Early works to 1800']",English
396,Phaedo,https://www.gutenberg.org//ebooks/1658,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Immortality (Philosophy) -- Early works to 1800']",English
588,Euthyphro,https://www.gutenberg.org//ebooks/1642,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Piety -- Early works to 1800', 'Socrates, 470 BC-399 BC', 'Philosophy, Ancient']",English
681,Laws,https://www.gutenberg.org//ebooks/1750,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Political science -- Early works to 1800', 'State, The -- Early works to 1800']",English
728,Meno,https://www.gutenberg.org//ebooks/1643,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Socrates, 470 BC-399 BC', 'Ethics -- Early works to 1800', 'Virtue -- Early works to 1800']",English
754,Protagoras,https://www.gutenberg.org//ebooks/1591,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Socrates, 470 BC-399 BC', 'Virtue -- Early works to 1800', 'Sophists (Greek philosophy)', 'Protagoras']",English
778,Ion,https://www.gutenberg.org//ebooks/1635,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Homer. Iliad', 'Poetics -- History -- To 1500', 'Aesthetics, Ancient']",English
787,Theaetetus,https://www.gutenberg.org//ebooks/1726,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Knowledge, Theory of -- Early works to 1800']",English
789,Timaeus,https://www.gutenberg.org//ebooks/1572,Plato,-428,-348,"Jowett, Benjamin",1817,1893,"['Classical literature', 'Cosmology -- Early works to 1800']",English
356,The Travels of Marco Polo — Volume 1,https://www.gutenberg.org//ebooks/10636,"Rusticiano, da Pisa",,,"Yule, Henry, Sir",1820,1889,"['Voyages and travels', 'Asia -- Description and travel -- Early works to 1800', 'Mongols -- History', 'Polo, Marco, 1254-1323?']",English
996,The Book of the Thousand Nights and a Night — Volume 01,https://www.gutenberg.org//ebooks/3435,,,,"Burton, Richard Francis, Sir",1821,1890,"['Fairy tales', 'Tales -- Arab countries']",English
337,The Enchiridion,https://www.gutenberg.org//ebooks/45109,Epictetus,55,135,"Higginson, Thomas Wentworth",1823,1911,"['Conduct of life -- Early works to 1800', 'Ethics, Ancient']",English
445,Fifteen sonnets of Petrarch,https://www.gutenberg.org//ebooks/50307,"Petrarca, Francesco",1304,1374,"Higginson, Thomas Wentworth",1823,1911,"['Italian poetry -- To 1400 -- Translations into English', 'Petrarca, Francesco, 1304-1374 -- Translations into English']",English
553,"Nil Darpan; or, The Indigo Planting Mirror, A Drama.",https://www.gutenberg.org//ebooks/54027,"Mitra, Dinabandhu",1829,1874,"Dutt, Michael Madhusudan",1824,1873,['Indigo industry -- India -- Bengal -- Drama'],English
142,Faust [part 1]. Translated Into English in the Original Metres,https://www.gutenberg.org//ebooks/14591,"Goethe, Johann Wolfgang von",1749,1832,"Taylor, Bayard",1825,1878,"['German poetry -- Translations into English', 'Legends -- Germany -- Drama', 'Faust, -approximately 1540 -- Drama', 'Magicians -- Drama']",English
140,"The Rámáyan of Válmíki, translated into English verse",https://www.gutenberg.org//ebooks/24869,"Valmik, almiki",,,"Griffith, Ralph T. H. (Ralph Thomas Hotchkin)",1826,1906,"['Folklore -- India', 'Epic poetry, Sanskrit -- Translations into English', 'Rama (Hindu deity) -- Poetry']",English
627,"The first voyage round the world, by Magellan :  translated from the accounts of Pigafetta, and other contemporary writers",https://www.gutenberg.org//ebooks/74723,"Pigafetta, Antonio",1480,1534,"Stanley, Henry Edward John Stanley, Baron",1827,1903,"['Magalhães, Fernão de, -1521', 'Voyages around the world -- Early works to 1800']",English
892,"The Fables of La Fontaine",https://www.gutenberg.org//ebooks/50316,"La Fontaine, Jean de",1621,1695,"Thornbury, Walter",1828,1876,"['Fables, French -- Translations into English']",English
66,Don Quixote,https://www.gutenberg.org//ebooks/996,"Cervantes Saavedra, Miguel de",1547,1616,"Ormsby, John",1829,1895,"['Spain -- Social life and customs -- 16th century -- Fiction', 'Knights and knighthood -- Spain -- Fiction', 'Picaresque literature', 'Romances']",English
300,"The History of Don Quixote, Volume 1, Complete",https://www.gutenberg.org//ebooks/5921,"Cervantes Saavedra, Miguel de",1547,1616,"Ormsby, John",1829,1895,"['Spain -- Social life and customs -- 16th century -- Fiction', 'Knights and knighthood -- Spain -- Fiction', 'Picaresque literature', 'Romances']",English
192,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,https://www.gutenberg.org//ebooks/59,"Descartes, René",1596,1650,"Veitch, John",1829,1894,"['Science -- Methodology', 'Methodology']",English
399,Fundamental Principles of the Metaphysic of Morals,https://www.gutenberg.org//ebooks/5682,"Kant, Immanuel",1724,1804,"Abbott, Thomas Kingsmill",1829,1913,"['Ethics', 'Philosophy, German']",English
651,The Critique of Practical Reason,https://www.gutenberg.org//ebooks/5683,"Kant, Immanuel",1724,1804,"Abbott, Thomas Kingsmill",1829,1913,"['Ethics', 'Philosophy, German', 'Practical reason']",English
106,The Critique of Pure Reason,https://www.gutenberg.org//ebooks/4280,"Kant, Immanuel",1724,1804,"Meiklejohn, J. M. D. (John Miller Dow)",1830,1902,"['Knowledge, Theory of', 'Causation', 'Reason', 'Philosophy, German']",English
798,The Life of Lazarillo de Tormes,https://www.gutenberg.org//ebooks/53489,"Anonymou, nonymous",,,"Markham, Clements R. (Clements Robert), Sir",1830,1916,"['Spanish fiction -- Translations into English', 'Picaresque fiction']",English
493,The Imitation of Christ,https://www.gutenberg.org//ebooks/1653,"Thomas, à Kempis",1380,1471,"Benham, William",1831,1910,"['Catholic Church -- Doctrines -- Early works to 1800', 'Spiritual life -- Catholic Church -- Early works to 1800', 'Meditations -- Early works to 1800']",English
254,The Grand Inquisitor,https://www.gutenberg.org//ebooks/8578,"Dostoyevsky, Fyodor",1821,1881,"Blavatsky, H. P. (Helena Petrovna)",1831,1891,"['Jesus Christ -- Fiction', 'Christian fiction']",English
306,"The Song Celestial; Or, Bhagavad-Gîtâ (from the Mahâbhârata)",https://www.gutenberg.org//ebooks/2388,,,,"Arnold, Edwin, Sir",1832,1904,"['Epic poetry', 'Sanskrit poetry -- Translations into English', 'Hinduism -- Sacred books']",English
634,The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda,https://www.gutenberg.org//ebooks/1152,,,,"Morris, William",1834,1896,"['Sagas -- Translations into English', 'Siegfried (Legendary character) -- Romances', 'Eddas -- Translations into English', 'Nibelungen -- Romances']",English
999,A Journal of the First Voyage of  Vasco da Gama 1497-1499,https://www.gutenberg.org//ebooks/46440,,,,"Ravenstein, Ernest Georg",1834,1913,"['Africa -- Description and travel', 'Voyages and travels', 'India -- Description and travel', 'Gama, Vasco da, 1469-1524']",English
47,"The Odyssey",https://www.gutenberg.org//ebooks/1727,Homer,-751,-651,"Butler, Samuel",1835,1902,"['Homer -- Translations into English', 'Epic poetry, Greek -- Translations into English', 'Odysseus, King of Ithaca (Mythological character)']",English
242,The Iliad,https://www.gutenberg.org//ebooks/2199,Homer,-751,-651,"Butler, Samuel",1835,1902,"['Classical literature', 'Epic poetry, Greek -- Translations into English', 'Achilles (Mythological character)', 'Trojan War']",English
183,Anabasis,https://www.gutenberg.org//ebooks/1170,Xenophon,-432,-351,"Dakyns, Henry Graham",1838,1911,"['Classical literature', 'Iran -- History -- To 640', 'Cyrus, the Younger, approximately 423 B.C.-401 B.C.', 'Greece -- History -- Expedition of Cyrus, 401 B.C.']",English
845,Cyropaedia: The Education of Cyrus,https://www.gutenberg.org//ebooks/2085,Xenophon,-432,-351,"Dakyns, Henry Graham",1838,1911,"['Biographical fiction', 'Cyrus, King of Persia, -529 B.C. -- Fiction', 'Education of princes -- Fiction']",English
697,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,https://www.gutenberg.org//ebooks/31,Sophocles,-496,-407,"Storr, Francis",1839,1919,"['Tragedies', 'Antigone (Mythological character) -- Drama', 'Oedipus (Greek mythological figure) -- Drama', 'Greek drama (Tragedy) -- Translations into English']",English
114,The History of the Peloponnesian War,https://www.gutenberg.org//ebooks/7142,Thucydides,-456,-396,"Crawley, Richard",1840,1893,"['Greece -- History -- Peloponnesian War, 431-404 B.C.']",English
512,The Autobiography of Benvenuto Cellini,https://www.gutenberg.org//ebooks/4028,"Cellini, Benvenuto",1500,1571,"Symonds, John Addington",1840,1893,"['Cellini, Benvenuto, 1500-1571', 'Sculptors -- Italy -- Biography']",English
173,The Decameron of Giovanni Boccaccio,https://www.gutenberg.org//ebooks/23700,"Boccaccio, Giovanni",1313,1375,"Payne, John",1842,1916,"['Plague -- Europe -- History -- Fiction', 'Storytelling -- Fiction', 'Allegories', 'Frame-stories']",English
807,The Prince,https://www.gutenberg.org//ebooks/57037,"Machiavelli, Niccolò",1469,1527,"Ricci, Luigi",1842,1915,"['State, The -- Early works to 1800', 'Political science -- Philosophy -- Early works to 1800', 'Political ethics -- Early works to 1800']",English
413,Reflections; or Sentences and Moral Maxims,https://www.gutenberg.org//ebooks/9105,"La Rochefoucauld, François duc de",1613,1680,"Willis Bund, J. W. (John William)",1843,1928,['Maxims'],English
871,"The Histories of Polybius, Vol. 1 (of 2)",https://www.gutenberg.org//ebooks/44125,"Polybiu, olybius",,,"Shuckburgh, Evelyn S. (Evelyn Shirley)",1843,1906,"['History, Ancient']",English
608,"Plutarch's Lives, Volume 1 (of 4)",https://www.gutenberg.org//ebooks/14033,Plutarch,46,120,"Stewart, Aubrey",1844,1918,"['Greece -- Biography -- Early works to 1800', 'Rome -- Biography -- Early works to 1800']",English
586,A General Introduction to Psychoanalysis,https://www.gutenberg.org//ebooks/38219,"Freud, Sigmund",1856,1939,"Hall, G. Stanley (Granville Stanley)",1844,1924,['Psychoanalysis'],English
489,The Egyptian Book of the dead,https://www.gutenberg.org//ebooks/69566,,,,"Naville, Edouard",1844,1926,"['Future life', 'Incantations, Egyptian']",English
341,La Divina Comedia (Spanish),https://www.gutenberg.org//ebooks/57303,Dante Alighieri,1265,1321,"Aranda y Sanjuan, Manuel",1845,1900,"['Dante Alighieri, 1265-1321 -- Adaptations', 'Epic poetry, Italian -- Adaptations']",Spanish
865,Strange Stories from a Chinese Studio (Volumes 1 and 2),https://www.gutenberg.org//ebooks/43629,"Pu, Songling",1640,1715,"Giles, Herbert Allen",1845,1935,"['China -- Social life and customs -- Fiction', 'Short stories, Chinese -- Translations into English']",English
675,Kalevala : the Epic Poem of Finland — Complete,https://www.gutenberg.org//ebooks/5186,,,,"Crawford, John Martin",1845,1916,['Finnish poetry -- Translations into English'],English
679,"The Younger Edda; Also called Snorre's Edda, or The Prose Edda",https://www.gutenberg.org//ebooks/18947,Snorri Sturluson,1179,1241,"Anderson, Rasmus Björn",1846,1936,"['Mythology, Norse', 'Scalds and scaldic poetry']",English
779,Phaedra,https://www.gutenberg.org//ebooks/1977,"Racine, Jean",1639,1699,"Boswell, Robert Bruce",1846,1933,"['Phaedra (Greek mythology) -- Drama', 'Tragedies']",English
60,Beyond Good and Evil,https://www.gutenberg.org//ebooks/4363,"Nietzsche, Friedrich Wilhelm",1844,1900,"Zimmern, Helen",1846,1934,"['Ethics', 'Philosophy, German']",English
964,The Notebooks of Leonardo Da Vinci — Complete,https://www.gutenberg.org//ebooks/5000,"Leonardo, da Vinci",1452,1519,"Richter, Jean Paul",1847,1937,"['Leonardo, da Vinci, 1452-1519 -- Notebooks, sketchbooks, etc.']",English
547,Plutarch's Morals,https://www.gutenberg.org//ebooks/23639,Plutarch,46,120,"Shilleto, A. R. (Arthur Richard)",1848,1894,['Ethics -- Early works to 1800'],English
165,Hedda Gabler,https://www.gutenberg.org//ebooks/4093,"Ibsen, Henrik",1828,1906,"Gosse, Edmund",1849,1928,"['Man-woman relationships -- Drama', 'Women -- Social conditions -- Drama', 'Identity (Psychology) -- Drama', 'Norwegian drama -- Translations into English']",English
330,The Master Builder,https://www.gutenberg.org//ebooks/4070,"Ibsen, Henrik",1828,1906,"Gosse, Edmund",1849,1928,"['Norwegian drama -- Translations into English', 'Architects -- Drama']",English
248,The Poetics of Aristotle,https://www.gutenberg.org//ebooks/1974,Aristotle,-385,-323,"Butcher, S. H. (Samuel Henry)",1850,1910,"['Poetry -- Early works to 1800', 'Aesthetics -- Early works to 1800']",English
88,Les Misérables,https://www.gutenberg.org//ebooks/135,"Hugo, Victor",1802,1885,"Hapgood, Isabel Florence",1850,1928,"['Historical fiction', 'Orphans -- Fiction', 'Paris (France) -- Fiction', 'Epic literature', 'Ex-convicts -- Fiction']",English
315,Notre-Dame de Paris,https://www.gutenberg.org//ebooks/2610,"Hugo, Victor",1802,1885,"Hapgood, Isabel Florence",1850,1928,"['Historical fiction', 'People with disabilities -- Fiction', 'France -- History -- Louis XI, 1461-1483 -- Fiction', 'Clergy -- Fiction', 'Paris (France) -- History -- To 1515 -- Fiction', 'Notre-Dame de Paris (Cathedral) -- Fiction', 'Romances']",English
40,Thus Spake Zarathustra: A Book for All and None,https://www.gutenberg.org//ebooks/1998,"Nietzsche, Friedrich Wilhelm",1844,1900,"Common, Thomas",1850,1919,"['Superman (Philosophical concept)', 'Philosophy, German']",English
207,The History of Herodotus — Volume 1,https://www.gutenberg.org//ebooks/2707,Herodotus,-481,-421,"Macaulay, G. C. (George Campbell)",1852,1915,"['History, Ancient', 'Greece -- History -- To 146 B.C.']",English
744,An Account of Egypt,https://www.gutenberg.org//ebooks/2131,Herodotus,-481,-421,"Macaulay, G. C. (George Campbell)",1852,1915,['Egypt -- History -- To 332 B.C.'],English
167,Ethics,https://www.gutenberg.org//ebooks/3800,"Spinoza, Benedictus de",1632,1677,"Elwes, R. H. M. (Robert Harvey Monro)",1853,,['Ethics'],English
433,The Argonautica,https://www.gutenberg.org//ebooks/830,"Apollonius, Rhodius",,,"Seaton, R. C. (Robert Cooper)",1853,1915,"['Classical literature', 'Argonauts (Greek mythology)', 'Jason -- (Mythological character)', 'Medea, consort of Aegeus, King of Athens (Mythological character)']",English
143,Madame Bovary,https://www.gutenberg.org//ebooks/2413,"Flaubert, Gustave",1821,1880,"Aveling, Eleanor Marx",1855,1898,"['Adultery -- Fiction', 'Domestic fiction', 'Married women -- Fiction', 'France -- Fiction', 'Middle class -- Fiction', ""Physicians' spouses -- Fiction"", 'Suicide victims -- Fiction']",English
44,War and Peace,https://www.gutenberg.org//ebooks/2600,"Tolstoy, Leo, graf",1828,1910,"Maude, Louise",1855,1939,"['Historical fiction', 'War stories', 'Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction', 'Russia -- History -- Alexander I, 1801-1825 -- Fiction', 'Aristocracy (Social class) -- Russia -- Fiction']",English
437,"What Men Live By, and Other Tales",https://www.gutenberg.org//ebooks/6157,"Tolstoy, Leo, graf",1828,1910,"Maude, Louise",1855,1939,"['Russia -- Fiction', 'Peasants -- Russia -- Fiction']",English
666,Master and Man,https://www.gutenberg.org//ebooks/986,"Tolstoy, Leo, graf",1828,1910,"Maude, Louise",1855,1939,"['Merchants -- Fiction', 'Russian fiction -- Translations into English', 'Sacrifice -- Fiction']",English
416,Beowulf,https://www.gutenberg.org//ebooks/981,,,,"Gummere, Francis Barton",1855,1919,"['Epic poetry, English (Old)', 'Monsters -- Poetry', 'Dragons -- Poetry', 'Scandinavia -- Poetry']",English
461,Ghosts,https://www.gutenberg.org//ebooks/8121,"Ibsen, Henrik",1828,1906,"Archer, William",1856,1924,"['Families -- Drama', 'Europe -- Social conditions -- 19th century -- Drama', 'Tragedies', 'Mothers and sons -- Drama', 'Norwegian drama -- Translations into English', 'Domestic drama']",English
55,Beowulf: An Anglo-Saxon Epic Poem,https://www.gutenberg.org//ebooks/16328,,,,"Hall, J. Lesslie (John Lesslie)",1856,1928,"['Epic poetry, English (Old)', 'Monsters -- Poetry', 'Dragons -- Poetry']",English
763,"Hung Lou Meng, or, the Dream of the Red Chamber, a Chinese Novel, Book I",https://www.gutenberg.org//ebooks/9603,"Cao, Xueqin",1717,1763,"Joly, H. Bencraft",1857,1898,"['Autobiographical fiction', 'Domestic fiction', 'China -- History -- Qing dynasty, 1644-1912 -- Fiction', 'Cao, Xueqin, approximately 1717-1763 -- Fiction', 'Jia, Baoyu (Fictitious character) -- Fiction']",English
117,Noli Me Tangere (Tagalog),https://www.gutenberg.org//ebooks/20228,"Rizal, José",1861,1896,"Poblete, Pascual Hicaro",1857,1921,"['Historical fiction', 'Philippines -- History -- 1812-1898 -- Fiction']",Tagalog
451,The Book of the Courtier,https://www.gutenberg.org//ebooks/67799,"Castiglione, Baldassarre, conte",1478,1529,"Opdycke, Leonard Eckstein",1858,1914,"['Courtesy -- Early works to 1800', 'Courts and courtiers -- Early works to 1800']",English
573,What Is Art?,https://www.gutenberg.org//ebooks/64908,"Tolstoy, Leo, graf",1828,1910,"Maude, Aylmer",1858,1938,"['Arts -- Philosophy', 'Arts and morals']",English
358,The Aeneid of Virgil,https://www.gutenberg.org//ebooks/22456,Virgil,-71,-20,"Mackail, J. W. (John William)",1859,1945,"['Aeneas (Legendary character) -- Poetry', 'Epic poetry, Latin -- Translations into English']",English
699,Kant's Critique of Judgement,https://www.gutenberg.org//ebooks/48433,"Kant, Immanuel",1724,1804,"Bernard, J. H. (John Henry)",1860,1927,"['Judgment (Logic)', 'Judgment (Aesthetics)', 'Teleology']",English
411,The Essays of Arthur Schopenhauer; Studies in Pessimism,https://www.gutenberg.org//ebooks/10732,"Schopenhauer, Arthur",1788,1860,"Saunders, T. Bailey (Thomas Bailey)",1860,1928,['Pessimism'],English
511,The Essays of Arthur Schopenhauer: the Wisdom of Life,https://www.gutenberg.org//ebooks/10741,"Schopenhauer, Arthur",1788,1860,"Saunders, T. Bailey (Thomas Bailey)",1860,1928,"['Conduct of life', 'Maxims']",English
676,The Essays of Arthur Schopenhauer; Counsels and Maxims,https://www.gutenberg.org//ebooks/10715,"Schopenhauer, Arthur",1788,1860,"Saunders, T. Bailey (Thomas Bailey)",1860,1928,"['Conduct of life', 'Maxims']",English
770,"The Danish History, Books I-IX",https://www.gutenberg.org//ebooks/1150,"Saxo, Grammaticus",,1204,"Elton, Oliver",1861,1945,"['Folklore -- Scandinavia', 'Denmark -- History -- To 1241']",English
34,Crime and Punishment,https://www.gutenberg.org//ebooks/2554,"Dostoyevsky, Fyodor",1821,1881,"Garnett, Constance",1861,1946,"['Detective and mystery stories', 'Psychological fiction', 'Saint Petersburg (Russia) -- Fiction', 'Murder -- Fiction', 'Crime -- Psychological aspects -- Fiction']",English
42,The Brothers Karamazov,https://www.gutenberg.org//ebooks/28054,"Dostoyevsky, Fyodor",1821,1881,"Garnett, Constance",1861,1946,"['Didactic fiction', 'Fathers and sons -- Fiction', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Brothers -- Fiction']",English
73,White Nights and Other Stories,https://www.gutenberg.org//ebooks/36034,"Dostoyevsky, Fyodor",1821,1881,"Garnett, Constance",1861,1946,"['Russian fiction -- Translations into English', 'Dostoyevsky, Fyodor, 1821-1881 -- Translations into English']",English
281,"The possessed :  or, The devils",https://www.gutenberg.org//ebooks/8117,"Dostoyevsky, Fyodor",1821,1881,"Garnett, Constance",1861,1946,"['Political fiction', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Nihilism -- Fiction', 'Terrorists -- Russia -- Fiction']",English
217,The Lady with the Dog and Other Stories,https://www.gutenberg.org//ebooks/13415,"Chekhov, Anton Pavlovich",1860,1904,"Garnett, Constance",1861,1946,"['Russia -- Social life and customs -- Fiction', 'Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English']",English
126,Anna Karenina,https://www.gutenberg.org//ebooks/1399,"Tolstoy, Leo, graf",1828,1910,"Garnett, Constance",1861,1946,"['Adultery -- Fiction', 'Didactic fiction', 'Love stories', 'Married women -- Fiction', 'Russia -- Fiction']",English
178,The Consolation of Philosophy,https://www.gutenberg.org//ebooks/14328,Boethius,480,525,"James, H. R. (Henry Rosher)",1862,1931,"['Philosophy and religion', 'Happiness']",English
466,"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete",https://www.gutenberg.org//ebooks/2981,"Casanova, Giacomo",1725,1798,"Machen, Arthur",1863,1947,"['Casanova, Giacomo, 1725-1798', 'Europe -- History -- 18th century -- Biography']",English
537,"The Mantle, and Other Stories",https://www.gutenberg.org//ebooks/36238,"Gogol, Nikolai Vasilevich",1809,1852,"Field, Claud",1863,1941,"['Russia -- Social life and customs -- Fiction', 'Short stories, Russian -- Translations into English', 'Gogol, Nikolai Vasilevich, 1809-1852 -- Translations into English']",English
652,"The Joyful Wisdom (""La Gaya Scienza"")",https://www.gutenberg.org//ebooks/52881,"Nietzsche, Friedrich Wilhelm",1844,1900,"Petre, Maude Dominica",1863,1942,['Philosophy'],English
826,El libro de las tierras vírgenes (Spanish),https://www.gutenberg.org//ebooks/69552,"Kipling, Rudyard",1865,1936,"Perés, Ramón D. (Ramón Domingo)",1863,1956,"['Short stories', 'Animals -- Fiction', 'Jungles -- Fiction', 'India -- Fiction', 'Jungle animals -- Fiction', 'Mowgli (Fictitious character) -- Fiction', 'Adventure stories, English', 'Feral children -- Fiction', 'India -- History -- 19th century -- Fiction']",Spanish
201,Complete Original Short Stories of Guy De Maupassant,https://www.gutenberg.org//ebooks/3090,"Maupassant, Guy de",1850,1893,"Quesada, Louise Charlotte Garstin",1864,,"['Short stories, French -- Translations into English', 'French fiction -- Translations into English']",English
973,Original Short Stories — Volume 04,https://www.gutenberg.org//ebooks/3080,"Maupassant, Guy de",1850,1893,"Quesada, Louise Charlotte Garstin",1864,,"['Short stories, French -- Translations into English']",English
313,An Enemy of the People,https://www.gutenberg.org//ebooks/2446,"Ibsen, Henrik",1828,1906,"Sharp, R. Farquharson (Robert Farquharson)",1864,1945,"['Social conflict -- Drama', 'Physicians -- Drama', 'Norwegian drama -- Translations into English', 'Springs -- Drama', 'Pollution -- Drama']",English
931,Father Goriot,https://www.gutenberg.org//ebooks/1237,"Balzac, Honoré de",1799,1850,"Marriage, Ellen",1865,1946,"['Fathers and daughters -- Fiction', 'Paris (France) -- Fiction', 'French fiction -- Translations into English', 'Older men -- Fiction', 'France -- History -- Louis XVIII, 1814-1824 -- Fiction']",English
863,"The Agamemnon of Aeschylus",https://www.gutenberg.org//ebooks/14417,Aeschylus,-526,-457,"Murray, Gilbert",1866,1957,"['Agamemnon, King of Mycenae (Mythological character) -- Drama']",English
108,Oedipus King of Thebes,https://www.gutenberg.org//ebooks/27673,Sophocles,-496,-407,"Murray, Gilbert",1866,1957,"['Tragedies', 'Oedipus (Greek mythological figure) -- Drama']",English
294,Medea of Euripides,https://www.gutenberg.org//ebooks/35451,Euripides,-481,-407,"Murray, Gilbert",1866,1957,"['Medea, consort of Aegeus, King of Athens (Mythological character) -- Drama']",English
932,The Bacchae of Euripides,https://www.gutenberg.org//ebooks/35173,Euripides,-481,-407,"Murray, Gilbert",1866,1957,"['Dionysus (Greek deity) -- Drama', 'Pentheus, King of Thebes (Mythological character) -- Drama', 'Bacchantes -- Drama']",English
766,The Nibelungenlied,https://www.gutenberg.org//ebooks/7321,,,,"Needler, G. H. (George Henry)",1866,1962,"['Epic poetry, German -- Translations into English']",English
436,"Human, All Too Human: A Book for Free Spirits",https://www.gutenberg.org//ebooks/38145,"Nietzsche, Friedrich Wilhelm",1844,1900,"Harvey, Alexander",1868,1949,['Human beings'],English
189,"The Story of Beowulf, Translated from Anglo-Saxon into Modern English Prose",https://www.gutenberg.org//ebooks/50742,,,,"Kirtlan, Ernest J. B. (Ernest John Brigham)",1868,1937,"['Monsters -- Fiction', 'Heroes -- Fiction', 'Beowulf -- Adaptations', 'Epic poetry, English (Old) -- Adaptations']",English
485,El libro de las mil noches y una noche; t. 1 (Spanish),https://www.gutenberg.org//ebooks/47287,"Anonymou, nonymous",,,"Mardrus, J. C. (Joseph Charles)",1868,1949,"['Fairy tales', 'Arabs -- Folklore', 'Folklore -- Arab countries', 'Tales -- Arab countries', 'Fairy tales -- Arab countries']",Spanish
753,The Gambler,https://www.gutenberg.org//ebooks/2197,"Dostoyevsky, Fyodor",1821,1881,"Hogarth, C. J.",1869,1942,"['Psychological fiction', 'Gamblers -- Fiction', 'Gambling -- Fiction', 'Families -- Fiction', 'Russians -- Germany -- Fiction', 'Chance -- Fiction']",English
873,Laughter: An Essay on the Meaning of the Comic,https://www.gutenberg.org//ebooks/4352,"Bergson, Henri",1859,1941,"Rothwell, Fred",1869,1934,"['Comedy', 'Philosophy, French', 'Laughter']",English
395,Salomé: A Tragedy in One Act,https://www.gutenberg.org//ebooks/42704,"Wilde, Oscar",1854,1900,"Douglas, Alfred Bruce",1870,1945,"['Salome (Biblical figure) -- Drama', 'Tragedies']",English
723,The Romance of Tristan and Iseult,https://www.gutenberg.org//ebooks/14244,"Bédier, Joseph",1864,1938,"Belloc, Hilaire",1870,1953,"['Arthurian romances -- Adaptations', 'Tristan (Legendary character) -- Romances -- Adaptations', 'Iseult (Legendary character) -- Romances -- Adaptations']",English
555,The Poems of Sappho: An Interpretative Rendition into English,https://www.gutenberg.org//ebooks/42166,"Sapph, appho",,,"O'Hara, John Myers",1870,1944,"['Women -- Greece -- Poetry', 'Lesbos (Greece : Municipality) -- Poetry', 'Sappho -- Translations into English']",English
708,The Ancient Irish Epic Tale Táin Bó Cúalnge,https://www.gutenberg.org//ebooks/16464,,,,"Dunn, Joseph",1872,1951,"['Mythology, Celtic -- Ireland']",English
210,La Odisea (Spanish),https://www.gutenberg.org//ebooks/58221,Homer,-751,-651,"Segalá y Estalella, Luis",1873,1938,"['Odysseus, King of Ithaca (Mythological character)', 'Epic poetry, Greek -- Translations into Spanish']",Spanish
568,"The Philippine Islands, 1493-1898, Volume 33, 1519-1522",https://www.gutenberg.org//ebooks/42884,"Pigafetta, Antonio",1480,1534,"Robertson, James Alexander",1873,1939,"['Philippines -- History -- Sources', 'Missions -- Philippines', 'Philippines -- Discovery and exploration', 'Demarcation line of Alexander VI']",English
